"type of registration";"type of fuel";"month";"Private cars";"Buses";"Vans and motorhomes";"Lorries"
"Second-hand imported vehicles";"Hybrid";"2009M01";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"2009M02";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"2009M03";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"2009M04";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"2009M05";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"2009M06";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"2009M07";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"2009M08";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"2009M09";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"2009M10";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"2009M11";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"2009M12";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"2010M01";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"2010M02";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"2010M03";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"2010M04";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"2010M05";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"2010M06";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"2010M07";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"2010M08";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"2010M09";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"2010M10";2;0;0;0
"Second-hand imported vehicles";"Hybrid";"2010M11";5;0;0;0
"Second-hand imported vehicles";"Hybrid";"2010M12";2;0;0;0
"Second-hand imported vehicles";"Hybrid";"2011M01";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"2011M02";2;0;0;0
"Second-hand imported vehicles";"Hybrid";"2011M03";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"2011M04";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"2011M05";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"2011M06";1;0;0;0
"Second-hand imported vehicles";"Hybrid";"2011M07";1;0;0;0
"Second-hand imported vehicles";"Hybrid";"2011M08";1;0;0;0
"Second-hand imported vehicles";"Hybrid";"2011M09";1;0;0;0
"Second-hand imported vehicles";"Hybrid";"2011M10";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"2011M11";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"2011M12";0;0;0;0
"Second-hand imported vehicles";"Hybrid";"2012M01";3;0;0;0
"Second-hand imported vehicles";"Hybrid";"2012M02";3;0;0;0
"Second-hand imported vehicles";"Hybrid";"2012M03";3;0;0;0
"Second-hand imported vehicles";"Hybrid";"2012M04";3;0;0;0
"Second-hand imported vehicles";"Hybrid";"2012M05";3;0;0;0
"Second-hand imported vehicles";"Hybrid";"2012M06";4;0;0;0
"Second-hand imported vehicles";"Hybrid";"2012M07";6;0;0;0
"Second-hand imported vehicles";"Hybrid";"2012M08";9;0;0;0
"Second-hand imported vehicles";"Hybrid";"2012M09";17;0;0;0
"Second-hand imported vehicles";"Hybrid";"2012M10";10;0;0;0
"Second-hand imported vehicles";"Hybrid";"2012M11";8;0;0;0
"Second-hand imported vehicles";"Hybrid";"2012M12";18;0;0;0
"Second-hand imported vehicles";"Hybrid";"2013M01";41;0;0;0
"Second-hand imported vehicles";"Hybrid";"2013M02";33;0;0;0
"Second-hand imported vehicles";"Hybrid";"2013M03";62;0;0;0
"Second-hand imported vehicles";"Hybrid";"2013M04";73;0;0;0
"Second-hand imported vehicles";"Hybrid";"2013M05";66;0;0;0
"Second-hand imported vehicles";"Hybrid";"2013M06";58;0;0;0
"Second-hand imported vehicles";"Hybrid";"2013M07";77;0;0;0
"Second-hand imported vehicles";"Hybrid";"2013M08";70;0;0;0
"Second-hand imported vehicles";"Hybrid";"2013M09";71;0;0;0
"Second-hand imported vehicles";"Hybrid";"2013M10";90;0;0;0
"Second-hand imported vehicles";"Hybrid";"2013M11";72;0;0;0
"Second-hand imported vehicles";"Hybrid";"2013M12";31;0;0;0
"Second-hand imported vehicles";"Hybrid";"2014M01";68;0;0;0
"Second-hand imported vehicles";"Hybrid";"2014M02";47;0;0;0
"Second-hand imported vehicles";"Hybrid";"2014M03";75;0;0;0
"Second-hand imported vehicles";"Hybrid";"2014M04";61;0;0;0
"Second-hand imported vehicles";"Hybrid";"2014M05";64;0;0;0
"Second-hand imported vehicles";"Hybrid";"2014M06";77;0;0;0
"Second-hand imported vehicles";"Hybrid";"2014M07";81;0;0;0
"Second-hand imported vehicles";"Hybrid";"2014M08";77;0;0;0
"Second-hand imported vehicles";"Hybrid";"2014M09";102;0;0;0
"Second-hand imported vehicles";"Hybrid";"2014M10";105;0;0;0
"Second-hand imported vehicles";"Hybrid";"2014M11";75;0;0;0
"Second-hand imported vehicles";"Hybrid";"2014M12";70;0;0;0
"Second-hand imported vehicles";"Hybrid";"2015M01";109;0;0;0
"Second-hand imported vehicles";"Hybrid";"2015M02";178;0;0;0
"Second-hand imported vehicles";"Hybrid";"2015M03";253;0;0;0
"Second-hand imported vehicles";"Hybrid";"2015M04";198;0;0;0
"Second-hand imported vehicles";"Hybrid";"2015M05";233;0;0;0
"Second-hand imported vehicles";"Hybrid";"2015M06";288;0;0;0
"Second-hand imported vehicles";"Hybrid";"2015M07";346;0;0;0
"Second-hand imported vehicles";"Hybrid";"2015M08";277;0;0;0
"Second-hand imported vehicles";"Hybrid";"2015M09";236;0;0;0
"Second-hand imported vehicles";"Hybrid";"2015M10";241;0;0;0
"Second-hand imported vehicles";"Hybrid";"2015M11";214;0;0;0
"Second-hand imported vehicles";"Hybrid";"2015M12";163;0;0;0
"Second-hand imported vehicles";"Hybrid";"2016M01";201;0;0;0
"Second-hand imported vehicles";"Hybrid";"2016M02";225;0;0;0
"Second-hand imported vehicles";"Hybrid";"2016M03";201;0;0;0
"Second-hand imported vehicles";"Hybrid";"2016M04";182;0;0;0
"Second-hand imported vehicles";"Hybrid";"2016M05";168;0;0;0
"Second-hand imported vehicles";"Hybrid";"2016M06";212;0;0;0
"Second-hand imported vehicles";"Hybrid";"2016M07";248;0;0;0
"Second-hand imported vehicles";"Hybrid";"2016M08";242;0;0;0
"Second-hand imported vehicles";"Hybrid";"2016M09";260;0;0;0
"Second-hand imported vehicles";"Hybrid";"2016M10";255;0;0;0
"Second-hand imported vehicles";"Hybrid";"2016M11";254;0;0;0
"Second-hand imported vehicles";"Hybrid";"2016M12";188;0;0;0
"Second-hand imported vehicles";"Hybrid";"2017M01";401;1;0;0
"Second-hand imported vehicles";"Hybrid";"2017M02";373;0;0;0
"Second-hand imported vehicles";"Hybrid";"2017M03";483;0;0;0
"Second-hand imported vehicles";"Hybrid";"2017M04";332;0;0;0
"Second-hand imported vehicles";"Hybrid";"2017M05";405;0;0;0
"Second-hand imported vehicles";"Hybrid";"2017M06";418;0;0;0
"Second-hand imported vehicles";"Hybrid";"2017M07";430;0;0;0
"Second-hand imported vehicles";"Hybrid";"2017M08";419;0;0;0
"Second-hand imported vehicles";"Hybrid";"2017M09";387;0;0;0
"Second-hand imported vehicles";"Hybrid";"2017M10";405;0;0;0
"Second-hand imported vehicles";"Hybrid";"2017M11";361;0;0;0
"Second-hand imported vehicles";"Hybrid";"2017M12";397;0;0;0
"Second-hand imported vehicles";"Hybrid";"2018M01";189;0;0;0
"Second-hand imported vehicles";"Hybrid";"2018M02";228;0;0;0
"Second-hand imported vehicles";"Hybrid";"2018M03";276;0;0;0
"Second-hand imported vehicles";"Hybrid";"2018M04";261;0;0;0
"Second-hand imported vehicles";"Hybrid";"2018M05";265;0;0;0
"Second-hand imported vehicles";"Hybrid";"2018M06";519;0;0;0
"Second-hand imported vehicles";"Hybrid";"2018M07";358;0;0;0
"Second-hand imported vehicles";"Hybrid";"2018M08";342;0;0;0
"Second-hand imported vehicles";"Hybrid";"2018M09";300;0;0;0
"Second-hand imported vehicles";"Hybrid";"2018M10";342;0;0;0
"Second-hand imported vehicles";"Hybrid";"2018M11";339;6;0;0
"Second-hand imported vehicles";"Hybrid";"2018M12";227;1;1;0
"Second-hand imported vehicles";"Hybrid";"2019M01";228;0;0;0
"Second-hand imported vehicles";"Hybrid";"2019M02";267;0;0;0
"Second-hand imported vehicles";"Hybrid";"2019M03";280;0;0;0
"Second-hand imported vehicles";"Hybrid";"2019M04";207;0;0;0
"Second-hand imported vehicles";"Hybrid";"2019M05";219;0;0;0
"Second-hand imported vehicles";"Hybrid";"2019M06";257;0;0;0
"Second-hand imported vehicles";"Hybrid";"2019M07";271;0;0;0
"Second-hand imported vehicles";"Hybrid";"2019M08";258;0;0;0
"Second-hand imported vehicles";"Hybrid";"2019M09";211;0;0;0
"Second-hand imported vehicles";"Hybrid";"2019M10";188;0;0;0
"Second-hand imported vehicles";"Hybrid";"2019M11";185;0;0;0
"Second-hand imported vehicles";"Hybrid";"2019M12";138;0;0;0
"Second-hand imported vehicles";"Hybrid";"2020M01";168;0;0;0
"Second-hand imported vehicles";"Hybrid";"2020M02";179;0;0;0
"Second-hand imported vehicles";"Hybrid";"2020M03";96;0;0;0
"Second-hand imported vehicles";"Hybrid";"2020M04";73;0;0;0
"Second-hand imported vehicles";"Hybrid";"2020M05";107;0;0;0
"Second-hand imported vehicles";"Hybrid";"2020M06";120;0;0;0
"Second-hand imported vehicles";"Hybrid";"2020M07";182;0;0;0
"Second-hand imported vehicles";"Hybrid";"2020M08";154;0;0;0
"Second-hand imported vehicles";"Hybrid";"2020M09";191;0;1;0
"Second-hand imported vehicles";"Hybrid";"2020M10";177;0;0;0
"Second-hand imported vehicles";"Hybrid";"2020M11";196;0;0;0
"Second-hand imported vehicles";"Hybrid";"2020M12";140;0;0;0
"Second-hand imported vehicles";"Hybrid";"2021M01";129;0;0;0
"Second-hand imported vehicles";"Hybrid";"2021M02";158;0;2;0
"Second-hand imported vehicles";"Hybrid";"2021M03";176;0;0;0
"Second-hand imported vehicles";"Hybrid";"2021M04";176;0;1;0
"Second-hand imported vehicles";"Hybrid";"2021M05";192;0;0;0
"Second-hand imported vehicles";"Hybrid";"2021M06";288;0;2;0
"Second-hand imported vehicles";"Hybrid";"2021M07";252;0;0;0
"Second-hand imported vehicles";"Hybrid";"2021M08";242;0;1;0
"Second-hand imported vehicles";"Hybrid";"2021M09";185;0;3;0
"Second-hand imported vehicles";"Hybrid";"2021M10";138;0;1;0
"Second-hand imported vehicles";"Hybrid";"2021M11";143;0;2;0
"Second-hand imported vehicles";"Hybrid";"2021M12";324;0;3;0
"Second-hand imported vehicles";"Hybrid";"2022M01";22;0;3;0
"Second-hand imported vehicles";"Hybrid";"2022M02";14;0;3;0
"Second-hand imported vehicles";"Hybrid";"2022M03";36;0;0;0
"Second-hand imported vehicles";"Hybrid";"2022M04";18;0;1;0
"Second-hand imported vehicles";"Hybrid";"2022M05";19;0;1;0
"Second-hand imported vehicles";"Hybrid";"2022M06";17;0;1;0
"Second-hand imported vehicles";"Hybrid";"2022M07";25;0;1;0
"Second-hand imported vehicles";"Hybrid";"2022M08";16;0;1;0
"Second-hand imported vehicles";"Hybrid";"2022M09";21;0;2;0
"Second-hand imported vehicles";"Hybrid";"2022M10";18;0;2;0
"Second-hand imported vehicles";"Hybrid";"2022M11";35;0;0;0
"Second-hand imported vehicles";"Hybrid";"2022M12";54;0;0;0
"Second-hand imported vehicles";"Hybrid";"2023M01";2;0;1;0
"Second-hand imported vehicles";"Hybrid";"2023M02";8;0;2;0
"Second-hand imported vehicles";"Hybrid";"2023M03";6;0;1;0
"Second-hand imported vehicles";"Hybrid";"2023M04";4;0;2;0
"Second-hand imported vehicles";"Hybrid";"2023M05";5;0;0;0
"Second-hand imported vehicles";"Hybrid";"2023M06";6;0;0;0
"Second-hand imported vehicles";"Hybrid";"2023M07";1;0;1;0
"Second-hand imported vehicles";"Hybrid";"2023M08";6;0;0;0
"Second-hand imported vehicles";"Hybrid";"2023M09";3;0;1;0
"Second-hand imported vehicles";"Hybrid";"2023M10";5;0;1;0
"Second-hand imported vehicles";"Hybrid";"2023M11";4;0;0;0
"Second-hand imported vehicles";"Hybrid";"2023M12";10;0;2;0
"Second-hand imported vehicles";"Hybrid";"2024M01";2;0;0;0
"Second-hand imported vehicles";"Hybrid";"2024M02";3;0;2;0
"Second-hand imported vehicles";"Hybrid";"2024M03";3;0;2;1
"Second-hand imported vehicles";"Hybrid";"2024M04";7;0;1;0
"Second-hand imported vehicles";"Hybrid";"2024M05";32;0;0;0
"Second-hand imported vehicles";"Hybrid";"2024M06";6;0;1;0
"Second-hand imported vehicles";"Hybrid";"2024M07";9;0;0;0
"Second-hand imported vehicles";"Hybrid";"2024M08";14;0;2;0
"Second-hand imported vehicles";"Hybrid";"2024M09";12;0;0;0
"Second-hand imported vehicles";"Hybrid";"2024M10";14;0;0;0
"Second-hand imported vehicles";"Hybrid";"2024M11";10;8;0;0
"Second-hand imported vehicles";"Other fuel";"1995M01";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"1995M02";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"1995M03";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"1995M04";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"1995M05";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"1995M06";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"1995M07";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"1995M08";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"1995M09";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"1995M10";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"1995M11";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"1995M12";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"1996M01";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"1996M02";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"1996M03";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"1996M04";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"1996M05";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"1996M06";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"1996M07";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"1996M08";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"1996M09";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"1996M10";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"1996M11";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"1996M12";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"1997M01";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"1997M02";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"1997M03";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"1997M04";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"1997M05";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"1997M06";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"1997M07";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"1997M08";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"1997M09";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"1997M10";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"1997M11";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"1997M12";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"1998M01";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"1998M02";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"1998M03";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"1998M04";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"1998M05";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"1998M06";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"1998M07";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"1998M08";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"1998M09";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"1998M10";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"1998M11";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"1998M12";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"1999M01";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"1999M02";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"1999M03";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"1999M04";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"1999M05";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"1999M06";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"1999M07";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"1999M08";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"1999M09";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"1999M10";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"1999M11";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"1999M12";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2000M01";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2000M02";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2000M03";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2000M04";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2000M05";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2000M06";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2000M07";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2000M08";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2000M09";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2000M10";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2000M11";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2000M12";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2001M01";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2001M02";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2001M03";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2001M04";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2001M05";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2001M06";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2001M07";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2001M08";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2001M09";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2001M10";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2001M11";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2001M12";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2002M01";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2002M02";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2002M03";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2002M04";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2002M05";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2002M06";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2002M07";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2002M08";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2002M09";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2002M10";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2002M11";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2002M12";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2003M01";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2003M02";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2003M03";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2003M04";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2003M05";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2003M06";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2003M07";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2003M08";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2003M09";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2003M10";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2003M11";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2003M12";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2004M01";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2004M02";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2004M03";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2004M04";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2004M05";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2004M06";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2004M07";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2004M08";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2004M09";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2004M10";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2004M11";0;0;1;0
"Second-hand imported vehicles";"Other fuel";"2004M12";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2005M01";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2005M02";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2005M03";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2005M04";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2005M05";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2005M06";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2005M07";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2005M08";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2005M09";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2005M10";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2005M11";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2005M12";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2006M01";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2006M02";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2006M03";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2006M04";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2006M05";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2006M06";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2006M07";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2006M08";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2006M09";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2006M10";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2006M11";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2006M12";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2007M01";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2007M02";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2007M03";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2007M04";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2007M05";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2007M06";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2007M07";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2007M08";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2007M09";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2007M10";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2007M11";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2007M12";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2008M01";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2008M02";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2008M03";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2008M04";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2008M05";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2008M06";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2008M07";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2008M08";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2008M09";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2008M10";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2008M11";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2008M12";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2009M01";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2009M02";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2009M03";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2009M04";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2009M05";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2009M06";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2009M07";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2009M08";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2009M09";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2009M10";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2009M11";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2009M12";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2010M01";1;0;0;0
"Second-hand imported vehicles";"Other fuel";"2010M02";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2010M03";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2010M04";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2010M05";1;0;0;0
"Second-hand imported vehicles";"Other fuel";"2010M06";1;0;0;0
"Second-hand imported vehicles";"Other fuel";"2010M07";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2010M08";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2010M09";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2010M10";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2010M11";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2010M12";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2011M01";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2011M02";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2011M03";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2011M04";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2011M05";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2011M06";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2011M07";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2011M08";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2011M09";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2011M10";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2011M11";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2011M12";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2012M01";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2012M02";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2012M03";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2012M04";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2012M05";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2012M06";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2012M07";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2012M08";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2012M09";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2012M10";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2012M11";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2012M12";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2013M01";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2013M02";0;0;0;0
"Second-hand imported vehicles";"Other fuel";"2013M03";0;0;0;0
